text,intent
i'd like hype running shoes,reject
That’s not what I meant? Looks good.,reject
can you show derby shoes from 105 to 195,reject
i need sneakers grunge less than 150,reject
looking for combat boots below 150,reject
I don’t like these,reject
looking for minimalist trainers,reject
show me parka budget 50 in elegant vibe,reject
can you show footwear cap at 50,reject
"Hmm, I don’t see anything I want I guess.",reject
can you show grunge combat boots,reject
i need retro skirt,reject
show me trainers approximately 100,reject
These don’t fit my needs,reject
i need streetwear skirt below 80,reject
recommend dress elegant in the range of 56 and 104,reject
i need jeans from 56 to 104,reject
"Yeah, No",reject
looking for skirt from 105 and 195,reject
recommend elegant shirt,reject
looking for summer dress less than 150,reject
Nothing stands out? Looks good.,reject
recommend midi dress below 200,reject
recommend athleisure shirt,reject
can you show a collegiate coat below 200,reject
Can I get different ones?. That should work.,reject
can you show overcoat retro below 150,reject
can you show a clean boots under 150,reject
recommend jacket approximately 150 in minimalist style,reject
"Hmm, Not what I had in mind I guess.",reject
can you show a athleisure parka in the range of 105 and 195,reject
recommend a streetwear running shoes cap at 150,reject
looking for retro summer dress,reject
Not what I’m looking for,reject
recommend elegant summer dress budget 200,reject
find me skirt less than 200,reject
recommend grunge combat boots less than 200,reject
Too formal,reject
i need retro combat boots,reject
i want parka from 105 to 195,reject
i want a vintage jeans from 105 to 195,reject
Definitely I’m done.,done
looking for midi dress ~ 200 in athleisure style,done
i need trainers under 200,done
recommend urban tea dress from 140 to 260,done
That’s everything. That should work.,done
find me overcoat less than 100,done
find me ankle boots smart about 100,done
find me jacket less than 100 in preppy aesthetic,done
That’ll be all,done
recommend overcoat elegant ~100,done
recommend parka sporty ~ 100,done
recommend a retro jeans below 100,done
I'm okay now. That should work.,done
pull up sneakers ~100,done
recommend skirt grunge below 100,done
find me jeans edgy about 100,done
Enough for today,done
recommend jeans vintage approximately 120,done
looking for a retro leather shoes from 84 to 156,done
find me outerwear about 120,done
I'm done shopping,done
pull up shirt about 50,done
can you show shoes about 50,done
find me preppy jeans about 50,done
Nothing else,done
i need everyday overcoat,done
find me handbag max 120 in retro vibe,done
i need combat boots approx 120 in elegant vibe,done
All good now? Looks good.,done
recommend chic handbag cap at 80,done
i need a preppy jacket less than 80,done
recommend a elegant jeans from 56 to 104,done
I'm finished here — I like that.,done
looking for retro overcoat max 50,done
i need a elegant overcoat budget 50,done
find me a dressy jacket approximately 50,done
I'm okay now,done
find me minimalist coat,done
looking for handbag cap at 50 in grunge style,done
recommend running shoes from 35 and 65 in sporty aesthetic,done
I’m finished,done
find me skirt budget 50 in dressy aesthetic,done
find me classic jeans,done
i need handbag preppy below 50,done
No more help needed,done
show me tea dress about 200,done
i need jeans max 200 in collegiate aesthetic,done
show me edgy skirt,done
Nothing else. Appreciate it!,done
looking for clean skirt max 120,done
recommend shirt less than 120,done
find me a minimalist overcoat from 84 to 156,done
I’m leaving,done
find me running shoes under 120,done
i need skirt dressy about 120,done
can you show edgy coat,done
No more help needed? Looks good.,done
looking for preppy coat,done
recommend chic footwear approximately 120,done
looking for a collegiate handbag below 120,done
Definitely I'm done shopping.,done
show me sporty overcoat ~150,done
pull up shirt budget 150 in sporty style,done
i need retro overcoat about 150,done
"Thanks, I’m all set",done
i want skirt max 50,done
recommend a elegant skirt budget 50,done
looking for refined coat,done
"Hmm, Nope, that's all I guess.",done
i'd like smart shoes less than 100,done
find me jeans ~100 in clean vibe,done
i want shirt casual less than 100,done
I don’t want more,done
can you show handbag max 80,done
looking for sneakers from 56 to 104,done
find me shirt approximately 80,done
I’m done looking,done
can you show outerwear max 100,done
find me jacket from 70 to 130,done
recommend sneakers vintage max 100,done
Definitely I’m finished.,done
find me shirt cap at 100,done
can you show handbag budget 100 in collegiate vibe,done
can you show a formal summer dress under 100,done
No thanks,done
find me footwear approximately 200,done
i need sneakers streetwear ~200,done
can you show outerwear under 200 in dressy style,done
"Nope, that's all",done
find me chic handbag under 120,done
can you show midi dress cap at 120 in classic vibe,done
find me vintage tea dress less than 120,done
"No, I'm good",done
looking for streetwear tea dress,done
can you show shirt approximately 50 in vintage aesthetic,done
i want streetwear handbag,done
Done for now,done
looking for derby shoes ~80,done
can you show streetwear handbag,done
looking for handbag collegiate from 56 to 104,done
I’m done,done
can you show athleisure footwear,done
looking for classic shirt,done
i need parka ~80,done
That’s all for today,done
i need shirt cap at 120 in laid back aesthetic,done
recommend shirt budget 120 in elegant vibe,done
i need grunge handbag about 120,done
I'd say Done for now.,done
looking for leather shoes urban about 120,done
i'd like dress from 84 to 156 in elegant style,done
recommend jeans chic budget 120,done
That’s everything,done
looking for a elegant handbag in the range of 84 and 156,done
can you show shirt ~120 in chic style,done
recommend minimalist derby shoes,done
No further help 👍,done
looking for jeans max 100,done
can you show vintage boots below 100,done
i need derby shoes elegant max 100,done
That's all I wanted — I like that.,done
looking for classic boots,done
i need minimal jeans about 200,done
looking for a streetwear running shoes budget 200,done
I don’t need anything else,done
i need a laid back jeans about 120,done
i need leather shoes elegant from 84 to 156,done
i need chic shirt approximately 120,done
That’s it for now,done
looking for a vintage skirt from 84 and 156,done
can you show dress collegiate about 120,done
looking for trainers refined ~120,done
I'd say I’m finished.,done
looking for jeans budget 120 in clean style,done
looking for outerwear laid back approximately 120,done
looking for handbag ~120,done
Enough for today? Looks good.,done
find me skirt ~120,done
find me shirt budget 120 in smart vibe,done
can you show casual parka max 120,done
I'm finished here,done
looking for elegant handbag less than 50,done
find me coat approx 50 in hype aesthetic,done
show me shirt from 35 to 65 in athletic style,done
No further help,done
recommend summer dress dressy from 84 to 156,done
i need coat urban less than 120,done
recommend shirt budget 120,done
That’s all,done
i need retro leather shoes,done
find me a casual parka below 100,done
i want a preppy trainers from 70 and 130,done
I’m satisfied,done
i need elegant shirt,done
recommend a laid back handbag about 100,done
i need a elegant skirt max 100,done
I’ll come back later,done
i need a formal handbag cap at 80,done
find me clean tea dress,done
can you show a elegant shoes from 56 to 104,done
All good now,done
looking for overcoat ~50 in retro style,done
can you show retro shoes between 35 and 65,done
i need shirt cap at 50 in streetwear vibe,done
I’m good,done
can you show clean jacket cap at 120,done
i need a elegant shirt below 120,done
pull up jeans grunge cap at 120,done
"No, thank you",done
looking for combat boots casual under 120,done
can you show retro coat,done
find me overcoat less than 120 in grunge style,done
I’ve seen enough,done
looking for elegant shoes,done
i need elegant boots budget 200,done
find me skirt vintage approximately 200,done
That's all I wanted,done
find me athleisure skirt approximately 50,done
i need classic coat max 50,done
find me overcoat below 50,done
Thank you,thank_you
i need leather shoes collegiate from 105 to 195,thank_you
find me vintage derby shoes approximately 150,thank_you
recommend a sporty trainers about 150,thank_you
Cheers,thank_you
looking for boots approximately 200,thank_you
show me leather shoes budget 200 in hype aesthetic,thank_you
looking for handbag below 200 in everyday aesthetic,thank_you
Thanks a lot,thank_you
i need edgy skirt,thank_you
find me a grunge trainers below 200,thank_you
i'd like a elegant handbag from 140 to 260,thank_you
Thanks so much,thank_you
i need vintage jacket budget 150,thank_you
i need skirt below 150,thank_you
find me a elegant midi dress about 150,thank_you
Many thanks,thank_you
i need retro parka,thank_you
find me elegant combat boots,thank_you
i need ankle boots athletic cap at 80,thank_you
Thanks again,thank_you
find me athleisure jeans,thank_you
i need a preppy derby shoes from 56 to 104,thank_you
recommend a formal jacket below 80,thank_you
Thanks,thank_you
find me casual footwear less than 200,thank_you
i'd like hype overcoat,thank_you
find me footwear urban budget 200,thank_you
Much appreciated,thank_you
looking for shirt grunge about 100,thank_you
can you show skirt urban in the range of 70 and 130,thank_you
looking for handbag urban between 70 and 130,thank_you
Appreciate it,thank_you
looking for combat boots less than 50,thank_you
i need a minimal tea dress in the range of 35 and 65,thank_you
recommend a collegiate jeans below 50,thank_you
I’m grateful,thank_you
i need shirt vintage around 80,thank_you
looking for a elegant jeans ~80,thank_you
recommend a hype running shoes about 80,thank_you
"Well, Thanks a lot.",thank_you
recommend a formal jacket budget 50,thank_you
looking for clean skirt,thank_you
i need grunge shirt,thank_you
"You know, Appreciate it.",thank_you
recommend skirt retro between 140 and 260,thank_you
i need edgy parka,thank_you
i need midi dress minimalist budget 200,thank_you
"Sure, Many thanks works.",thank_you
looking for grunge overcoat,thank_you
i need derby shoes hype ~50,thank_you
looking for skirt cap at 50 in preppy aesthetic,thank_you
Thanks a lot — just saying.,thank_you
i need handbag refined about 50,thank_you
find me minimal skirt less than 50,thank_you
pull up smart parka,thank_you
"You know, Much appreciated.",thank_you
i need skirt casual approximately 100,thank_you
i need a retro dress less than 100,thank_you
i need footwear everyday under 100,thank_you
"Hmm, Thank you I guess.",thank_you
i need formal handbag,thank_you
can you show urban coat about 120,thank_you
show me a vintage handbag from 84 and 156,thank_you
can you show jacket under 50,thank_you
looking for overcoat from 35 to 65,thank_you
looking for a collegiate trainers approximately 50,thank_you
"Well, Thanks again.",thank_you
looking for refined leather shoes,thank_you
pull up refined trainers less than 100,thank_you
looking for tea dress below 100,thank_you
"Yeah, I’m grateful kinda.",thank_you
looking for a refined leather shoes budget 200,thank_you
recommend athleisure shoes,thank_you
can you show refined jacket,thank_you
recommend handbag ~120 in smart vibe,thank_you
looking for coat budget 120 in streetwear aesthetic,thank_you
looking for preppy jeans,thank_you
Cheers — just saying.,thank_you
recommend minimalist overcoat,thank_you
recommend elegant coat,thank_you
find me casual shoes,thank_you
"You know, Many thanks.",thank_you
i need coat ~120 in everyday aesthetic,thank_you
i need grunge shirt max 120,thank_you
i'd like smart shirt,thank_you
Let me think... I’m grateful.,thank_you
pull up hype running shoes,thank_you
i need jeans streetwear approx 150,thank_you
can you show smart parka approximately 150,thank_you
"Well, Thank you.",thank_you
i need overcoat less than 80 in preppy vibe,thank_you
can you show overcoat approx 80,thank_you
looking for running shoes grunge from 56 to 104,thank_you
recommend a retro jacket approximately 50,thank_you
looking for a vintage ankle boots max 50,thank_you
i want laid back combat boots,thank_you
Many thanks!,thank_you
can you show jeans cap at 100 in dressy aesthetic,thank_you
i need leather shoes cap at 100 in elegant style,thank_you
looking for casual running shoes,thank_you
Much appreciated!,thank_you
i need a laid back overcoat cap at 200,thank_you
looking for tea dress ~200,thank_you
recommend a chic shirt ~200,thank_you
Thank you... maybe.,thank_you
i need clean combat boots,thank_you
recommend coat budget 150 in everyday aesthetic,thank_you
recommend summer dress preppy in the range of 105 and 195,thank_you
"Hmm, Many thanks I guess.",thank_you
find me grunge shoes approximately 80,thank_you
recommend skirt edgy under 80,thank_you
recommend athleisure tea dress from 56 to 104,thank_you
find me vintage skirt below 120,thank_you
recommend minimalist shirt,thank_you
recommend grunge ankle boots,thank_you
recommend formal parka from 140 and 260,thank_you
show me handbag in the range of 140 and 260,thank_you
find me elegant skirt,thank_you
recommend ankle boots preppy below 150,thank_you
i need a casual jeans cap at 150,thank_you
Thank you — just saying.,thank_you
i want a retro jeans below 120,thank_you
looking for grunge footwear less than 120,thank_you
i'd like refined shirt under 120,thank_you
I’m grateful — I suppose.,thank_you
show me clean jeans below 80,thank_you
can you show running shoes retro ~80,thank_you
recommend minimal derby shoes from 56 to 104,thank_you
i'd like shirt approximately 80,thank_you
i need grunge coat about 80,thank_you
can you show footwear from 56 to 104,thank_you
"Yeah, Thank you kinda.",thank_you
can you show casual ankle boots,thank_you
looking for a minimal boots max 150,thank_you
recommend a grunge boots cap at 150,thank_you
Thank you!,thank_you
i need edgy boots,thank_you
i'd like jeans collegiate ~50,thank_you
looking for streetwear skirt budget 50,thank_you
"Sure, Thanks so much works.",thank_you
can you show retro parka max 50,thank_you
recommend elegant overcoat,thank_you
looking for boots casual about 50,thank_you
find me smart skirt less than 120,thank_you
i need a collegiate combat boots below 120,thank_you
i need handbag about 120,thank_you
can you show jacket ~150 in laid back aesthetic,thank_you
looking for jeans ~150,thank_you
recommend handbag less than 150 in laid back aesthetic,thank_you
I need time,undecided
i need a casual tea dress budget 80,undecided
i need classic trainers,undecided
recommend tea dress in the range of 56 and 104 in elegant vibe,undecided
I’m not sure,undecided
i need minimal derby shoes,undecided
looking for smart sneakers,undecided
find me coat less than 150,undecided
Still unsure,undecided
i'd like a athletic shirt max 100,undecided
recommend grunge jeans,undecided
recommend jacket collegiate cap at 100,undecided
I haven't decided,undecided
i want classic running shoes,undecided
recommend midi dress around 200,undecided
can you show summer dress below 200 in retro vibe,undecided
Still deciding,undecided
can you show chic parka,undecided
can you show boots about 80 in elegant style,undecided
i need handbag hype about 80,undecided
I can't tell,undecided
looking for jacket in the range of 105 and 195,undecided
can you show handbag about 150 in elegant style,undecided
show me a everyday sneakers approximately 150,undecided
Maybe,undecided
find me overcoat less than 120,undecided
can you show shirt sporty max 120,undecided
recommend skirt approximately 120 in chic vibe,undecided
I don’t know,undecided
looking for a formal ankle boots max 150,undecided
find me streetwear running shoes approximately 150,undecided
pull up clean leather shoes less than 150,undecided
Not sure,undecided
pull up tea dress edgy between 70 and 130,undecided
i need edgy shirt,undecided
i want casual skirt below 100,undecided
Let me think,undecided
can you show sporty jeans,undecided
i need sneakers cap at 80,undecided
recommend shirt between 56 and 104 in minimalist vibe,undecided
"Well, I can't tell.",undecided
find me jeans casual about 150,undecided
looking for retro boots,undecided
i need coat less than 150,undecided
Not sure — I suppose.,undecided
i need vintage summer dress less than 150,undecided
can you show a casual footwear under 150,undecided
recommend skirt cap at 150 in retro aesthetic,undecided
I haven't decided — I suppose.,undecided
find me a hype running shoes below 80,undecided
can you show ankle boots approximately 80 in dressy aesthetic,undecided
find me sneakers athleisure under 80,undecided
I’m not sure — I suppose.,undecided
can you show a minimal shoes about 200,undecided
find me ankle boots approximately 200 in elegant style,undecided
can you show overcoat less than 200,undecided
I don’t know... maybe.,undecided
looking for handbag approximately 200,undecided
find me boots ~200,undecided
show me grunge dress,undecided
Maybe — I suppose.,undecided
i need smart shirt from 56 to 104,undecided
can you show combat boots elegant from 56 to 104,undecided
find me outerwear laid back ~80,undecided
Let me think... Maybe.,undecided
looking for jeans from 70 and 130 in chic aesthetic,undecided
recommend a elegant parka from 70 to 130,undecided
looking for outerwear about 100,undecided
"You know, Let me think.",undecided
can you show collegiate jacket cap at 80,undecided
recommend retro jeans less than 80,undecided
recommend jeans ~80,undecided
"Hmm, I haven't decided I guess.",undecided
i'd like boots classic less than 120,undecided
i need a retro outerwear from 84 to 156,undecided
i need jeans approx 120 in minimal aesthetic,undecided
Maybe — just saying.,undecided
can you show vintage midi dress from 105 to 195,undecided
i need dress clean about 150,undecided
find me retro derby shoes less than 150,undecided
Still deciding — just saying.,undecided
can you show smart trainers,undecided
find me skirt approximately 150 in preppy style,undecided
looking for retro sneakers,undecided
"You know, Maybe.",undecided
looking for smart handbag,undecided
can you show handbag retro between 35 and 65,undecided
can you show ankle boots max 50,undecided
recommend leather shoes less than 80 in urban style,undecided
find me shirt everyday ~ 80,undecided
i need tea dress under 80 in edgy style,undecided
Let me think... Not sure.,undecided
i'd like leather shoes dressy below 200,undecided
i need formal skirt,undecided
i need preppy coat ~200,undecided
I’m not sure — just saying.,undecided
looking for coat laid back below 50,undecided
i need athleisure outerwear from 35 to 65,undecided
find me a everyday leather shoes budget 50,undecided
"Hmm, I can't tell I guess.",undecided
recommend classic tea dress from 70 to 130,undecided
i need sporty parka below 100,undecided
i'd like everyday skirt around 100,undecided
I need time!,undecided
find me running shoes approximately 120 in grunge aesthetic,undecided
recommend tea dress dressy below 120,undecided
show me chic handbag approximately 120,undecided
Let me think — just saying.,undecided
find me midi dress approximately 150,undecided
i need everyday skirt,undecided
i need elegant ankle boots about 150,undecided
"Sure, Let me think works.",undecided
looking for coat athletic max 200,undecided
find me elegant skirt,undecided
looking for parka ~200,undecided
find me overcoat elegant less than 100,undecided
can you show a urban shirt cap at 100,undecided
looking for laid back trainers,undecided
"Well, Let me think.",undecided
i'd like jeans from 84 to 156,undecided
recommend preppy parka,undecided
i need coat under 120 in classic vibe,undecided
find me coat approximately 120 in athletic vibe,undecided
find me jeans streetwear about 120,undecided
i need dressy midi dress,undecided
I need time — just saying.,undecided
show me refined skirt cap at 200,undecided
i'd like coat less than 200,undecided
can you show dress smart below 200,undecided
"Sure, I don’t know works.",undecided
find me elegant tea dress,undecided
recommend a refined skirt max 120,undecided
recommend combat boots formal under 120,undecided
find me a hype parka max 150,undecided
looking for combat boots about 150,undecided
find me skirt below 150 in everyday aesthetic,undecided
Try something else,reject
i need footwear below 80,reject
find me collegiate jeans cap at 80,reject
recommend grunge trainers,reject
looking for a grunge trainers around 50,reject
find me sneakers below 50 in preppy aesthetic,reject
recommend preppy footwear about 50,reject
None of these,reject
recommend minimal shoes budget 200,reject
can you show elegant jacket about 200,reject
recommend jeans ~200 in retro aesthetic,reject
i need a chic parka cap at 80,reject
i want summer dress ~80,reject
can you show laid back dress,reject
Could I see others,reject
i need classic footwear,reject
find me retro jeans,reject
i need a elegant jeans less than 50,reject
These aren’t good,reject
can you show hype handbag cap at 100,reject
recommend shoes budget 100,reject
find me a grunge handbag below 100,reject
looking for retro boots in the range of 56 and 104,reject
can you show tea dress clean below 80,reject
can you show dressy running shoes less than 80,reject
recommend elegant boots,reject
looking for shirt about 100 in athleisure vibe,reject
i need tea dress from 70 to 130 in elegant vibe,reject
i need a retro skirt about 50,reject
i need preppy outerwear,reject
i need jeans athletic below 50,reject
I’ll pass,reject
find me urban handbag approximately 120,reject
i need a elegant parka from 84 and 156,reject
pull up casual overcoat,reject
Try something else!,reject
can you show overcoat budget 120 in refined style,reject
i need shirt between 84 and 156 in formal aesthetic,reject
recommend dress edgy approximately 120,reject
These aren’t good — just saying.,reject
looking for a streetwear sneakers about 50,reject
looking for skirt max 50 in minimalist style,reject
find me a clean overcoat below 50,reject
"Hmm, None of these I guess.",reject
looking for skirt retro max 120,reject
can you show athletic tea dress ~120,reject
find me a refined leather shoes from 84 and 156,reject
"Well, Could I see others.",reject
i need elegant skirt,reject
looking for jacket ~ 80,reject
i want chic tea dress,reject
None of these — I suppose.,reject
find me elegant shirt max 120,reject
can you show a athleisure jeans less than 120,reject
recommend dressy handbag about 120,reject
"Yeah, These aren’t good kinda.",reject
i'd like a preppy tea dress about 200,reject
can you show running shoes about 200 in athleisure style,reject
recommend a urban shirt approximately 200,reject
"Well, Not for me.",reject
recommend elegant jeans less than 150,reject
recommend sneakers budget 150,reject
looking for skirt max 150 in urban aesthetic,reject
Let me think... No.,reject
i want smart parka below 200,reject
recommend elegant parka,reject
can you show shirt less than 200,reject
"Well, Not really.",reject
find me shoes ~120,reject
find me shirt in the range of 84 and 156 in smart aesthetic,reject
looking for skirt ~ 120 in athletic vibe,reject
Not really!,reject
can you show urban boots,reject
recommend outerwear athletic approximately 200,reject
can you show a collegiate summer dress about 200,reject
Could I see others!,reject
looking for handbag urban max 50,reject
i need midi dress from 35 to 65 in streetwear vibe,reject
can you show retro summer dress max 50,reject
None of these... maybe.,reject
find me retro sneakers below 150,reject
recommend casual handbag budget 150,reject
i'd like athletic skirt,reject
Not really — I suppose.,reject
i need sneakers everyday max 200,reject
i need minimalist outerwear less than 200,reject
Nope... maybe.,reject
i want a formal coat budget 200,reject
can you show everyday ankle boots below 200,reject
looking for streetwear shoes in the range of 140 and 260,reject
Let me think... I’ll pass.,reject
i need retro overcoat,reject
i need shirt casual about 120,reject
find me handbag under 120,reject
can you show shirt from 70 to 130,reject
find me retro dress,reject
i'd like retro outerwear from 70 to 130,reject
Could I see others... maybe.,reject
looking for trainers formal under 80,reject
can you show midi dress between 56 and 104 in clean aesthetic,reject
i need elegant ankle boots,reject
Let me think... Nope.,reject
recommend derby shoes minimalist approximately 150,reject
looking for handbag minimal approximately 150,reject
recommend handbag budget 150 in clean style,reject
Not for me!,reject
recommend shoes approximately 120 in preppy vibe,reject
can you show jeans ~120,reject
i'd like a elegant jeans under 120,reject
"Hmm, Nope I guess.",reject
looking for midi dress refined below 120,reject
can you show sneakers below 120 in laid back vibe,reject
find me a classic trainers budget 120,reject
Not for me — just saying.,reject
recommend boots preppy from 35 to 65,reject
looking for collegiate combat boots,reject
can you show trainers vintage below 50,reject
"Hmm, I’ll pass I guess.",reject
recommend a dressy parka less than 100,reject
i want skirt below 100,reject
i need a sporty handbag about 100,reject
show me retro jeans approximately 120,reject
can you show a dressy shirt cap at 120,reject
can you show urban trainers from 84 to 156,reject
"Yeah, Try something else kinda.",reject
pull up clean skirt,reject
show me preppy sneakers under 150,reject
find me sneakers hype less than 150,reject
"You know, Not for me.",reject
looking for athletic jeans,reject
looking for dressy jacket about 100,reject
can you show handbag cap at 100 in streetwear style,reject
Let me think... None of these.,reject
recommend parka less than 150 in laid back vibe,reject
recommend parka approximately 150,reject
i need shirt cap at 150 in minimalist vibe,reject
can you show boots from 35 to 65 in smart aesthetic,reject
i need formal shoes between 35 and 65,reject
i need a elegant leather shoes around 50,reject
"Sure, Not really works.",reject
find me handbag approximately 100,reject
looking for elegant combat boots,reject
recommend summer dress ~100 in vintage aesthetic,reject
Not really — just saying.,reject
find me a minimal parka less than 120,reject
looking for edgy handbag less than 120,reject
show me retro coat in the range of 84 and 156,reject
"Yeah, Not really kinda.",reject
i want shirt below 200 in elegant vibe,reject
find me tea dress ~200,reject
show me shirt below 200 in minimal aesthetic,reject
Not interested... maybe.,reject
recommend footwear clean ~200,reject
can you show a collegiate jeans from 140 to 260,reject
show me jacket grunge below 200,reject
"Sure, No works.",reject
i need vintage boots from 35 to 65,reject
i'd like a hype skirt below 50,reject
looking for boots elegant less than 50,reject
Let me think... Not interested.,reject
i need boots cap at 100 in preppy style,reject
i'd like elegant handbag,reject
find me edgy sneakers less than 100,reject
None of these — just saying.,reject
find me a grunge coat ~120,reject
can you show everyday parka,reject
recommend a sporty handbag approximately 120,reject
looking for preppy jacket,reject
looking for dressy tea dress about 50,reject
recommend trainers max 50 in retro vibe,reject
Take care,goodbye
recommend parka cap at 100 in refined aesthetic,goodbye
recommend clean parka,goodbye
can you show midi dress urban max 100,goodbye
Bye for now,goodbye
find me handbag around 50 in urban style,goodbye
i need minimal parka,goodbye
looking for clean tea dress,goodbye
Later,goodbye
can you show classic combat boots budget 120,goodbye
can you show a dressy handbag from 84 and 156,goodbye
can you show a athletic coat max 120,goodbye
Bye,goodbye
find me jeans from 140 to 260,goodbye
i need a minimal dress about 200,goodbye
recommend shirt sporty about 200,goodbye
Talk soon,goodbye
recommend a sporty combat boots approximately 50,goodbye
recommend combat boots about 50 in casual style,goodbye
i need laid back ankle boots,goodbye
See you,goodbye
can you show a athleisure footwear approximately 50,goodbye
i need a urban skirt below 50,goodbye
can you show handbag minimal budget 50,goodbye
Goodbye,goodbye
can you show everyday handbag,goodbye
find me skirt retro about 200,goodbye
can you show overcoat max 200,goodbye
Catch you later,goodbye
find me hype skirt less than 150,goodbye
recommend retro trainers,goodbye
recommend a urban trainers ~150,goodbye
"Thanks, that’s all",goodbye
i need streetwear outerwear less than 50,goodbye
i need jeans chic budget 50,goodbye
looking for a casual skirt max 50,goodbye
I’m done,goodbye
looking for elegant jeans below 120,goodbye
show me edgy combat boots approximately 120,goodbye
i want refined shirt below 120,goodbye
"Well, Thanks, that’s all.",goodbye
i'd like retro midi dress,goodbye
i need minimal dress,goodbye
i want smart footwear less than 80,goodbye
Take care!,goodbye
find me a formal leather shoes below 50,goodbye
recommend a urban boots less than 50,goodbye
looking for a grunge handbag max 50,goodbye
I’m done — I suppose.,goodbye
find me outerwear casual cap at 120,goodbye
find me jeans retro in the range of 84 and 156,goodbye
can you show edgy ankle boots budget 120,goodbye
Catch you later — just saying.,goodbye
can you show urban skirt,goodbye
recommend everyday skirt about 200,goodbye
can you show streetwear handbag budget 200,goodbye
"Hmm, Later I guess.",goodbye
i need elegant handbag approximately 200,goodbye
find me shirt under 200 in elegant vibe,goodbye
looking for jeans cap at 200 in vintage aesthetic,goodbye
"You know, Take care.",goodbye
i need elegant tea dress,goodbye
i need minimalist summer dress,goodbye
looking for a hype shirt budget 80,goodbye
"You know, Talk soon.",goodbye
i'd like jeans about 80,goodbye
i need running shoes approximately 80,goodbye
i'd like formal skirt less than 80,goodbye
i need elegant overcoat,goodbye
looking for retro leather shoes less than 50,goodbye
show me jacket below 50 in collegiate vibe,goodbye
"Hmm, Thanks, that’s all I guess.",goodbye
i need outerwear below 150 in everyday vibe,goodbye
find me handbag retro approx 150,goodbye
recommend shirt about 150 in grunge aesthetic,goodbye
See you... maybe.,goodbye
looking for vintage jeans budget 120,goodbye
i need retro coat less than 120,goodbye
looking for skirt below 120,goodbye
"Yeah, Thanks, that’s all kinda.",goodbye
find me jeans elegant ~ 100,goodbye
looking for shirt approximately 100 in retro aesthetic,goodbye
i want a smart summer dress ~100,goodbye
"Hmm, Bye I guess.",goodbye
find me minimal jeans below 50,goodbye
find me jacket approximately 50,goodbye
find me a minimalist ankle boots cap at 50,goodbye
"Well, Take care.",goodbye
can you show parka ~ 80,goodbye
i want combat boots less than 80,goodbye
i want minimal shirt,goodbye
"Yeah, Take care kinda.",goodbye
can you show refined footwear less than 120,goodbye
looking for grunge trainers around 120,goodbye
can you show parka cap at 120,goodbye
Catch you later... maybe.,goodbye
i want shirt cap at 50 in casual style,goodbye
recommend retro jeans,goodbye
recommend classic boots under 50,goodbye
Catch you later — I suppose.,goodbye
looking for grunge skirt,goodbye
i'd like a athletic shirt ~150,goodbye
i need skirt retro below 150,goodbye
"Well, See you.",goodbye
pull up handbag approx 120 in chic style,goodbye
find me preppy overcoat ~ 120,goodbye
looking for vintage jacket below 120,goodbye
"Well, Bye for now.",goodbye
find me combat boots approximately 120 in sporty aesthetic,goodbye
can you show a preppy dress from 84 and 156,goodbye
can you show combat boots retro from 84 and 156,goodbye
"Well, Later.",goodbye
recommend combat boots about 80,goodbye
find me jeans cap at 80 in clean aesthetic,goodbye
pull up a elegant outerwear cap at 80,goodbye
Talk soon!,goodbye
find me midi dress retro about 50,goodbye
pull up casual running shoes approximately 50,goodbye
recommend shirt about 50 in athletic vibe,goodbye
Let me think... Later.,goodbye
pull up a collegiate boots in the range of 35 and 65,goodbye
recommend a vintage leather shoes less than 50,goodbye
i need boots approximately 50,goodbye
Bye for now!,goodbye
looking for sneakers approx 150,goodbye
i need a hype handbag cap at 150,goodbye
looking for outerwear ~150,goodbye
"Yeah, Bye for now kinda.",goodbye
can you show a elegant jeans budget 200,goodbye
i need handbag less than 200 in retro vibe,goodbye
recommend casual derby shoes about 200,goodbye
Bye — I suppose.,goodbye
looking for jeans budget 80 in minimalist vibe,goodbye
i want ankle boots max 80 in elegant style,goodbye
looking for trainers minimalist between 56 and 104,goodbye
Goodbye!,goodbye
pull up elegant sneakers,goodbye
recommend handbag budget 120 in formal vibe,goodbye
recommend summer dress about 120 in minimalist style,goodbye
