text,intent
I need some time.,undecided
I might come back later.,undecided
"Hmm, Thank you I guess.，≤299块",thank_you
Not my style,reject
hey,greet
hello assistant，预算999元,greet
I need something not expensive,ask_price
Thank you indeed.，699元以内,thank_you
Do you have any shoes?，around 999 RMB,ask_product
Can I see some coats?,ask_product
I appreciate your time.，under CNY 699,thank_you
I’m done，≤599块,done
I’m not sure — I suppose.，≤999块,undecided
I haven't decided，预算699元,undecided
Looking for items below $50,ask_price
"Yeah, Not sure about these，under CNY 599",reject
"Thanks, that was great!，699元以内",thank_you
"Sure, this works — cool!",confirmation
I'd say Done for now.，under CNY 299,done
I'm looking for a jacket，≤199块,ask_product
I’ll pass on these，预算399元,reject
I'm on a budget,ask_price
I’m done — I suppose.,goodbye
Any elegant jackets?,ask_style
I'm done shopping,goodbye
I'm searching for a raincoat，≤399块,ask_product
Maybe — just saying.，不超过399元,undecided
hey，699元以内,greet
Show me others. Appreciate it!，≤399块,reject
Definitely Too sporty.，≤699块,reject
"Nope, that's all，不超过799元",done
Thanks a ton!，around 999 RMB,thank_you
Thanks a ton!，价位在599-699元,thank_you
These are good，799元以内,confirmation
I'm on the fence.，around 599 RMB,undecided
Much appreciated，under CNY 199,thank_you
"Hmm, I’d like to see other options I guess.",reject
Wonderful，价位在899-999元,confirmation
hey，199元以内,greet
Definitely I'm done shopping.，599元以内,done
Can I see some coats?，价位在499-599元,ask_product
Maybe — I suppose.，under CNY 999,undecided
Show me others，不超过599元,reject
I'm done shopping，预算399元,done
Cheers!，≤699块,thank_you
Show me formal wear，299元以内,ask_style
"You know, Many thanks.，599元以内",thank_you
hello assistant，under CNY 599,greet
I'm finished here，under CNY 199,done
All good now? Looks good.，预算499元,done
Thanks for the info.,thank_you
Catch you later... maybe.,goodbye
Grateful for your advice.，399元以内,thank_you
Yes，199元以内,confirmation
thanks a lot，around 699 RMB,goodbye
Really appreciate that.，不超过199元,thank_you
"Everything looks good, I can't choose.，不超过599元",undecided
cheers，≤999块,goodbye
Bye,goodbye
"Thanks, that’s all",goodbye
I need to consider my options.，under CNY 599,undecided
Cheers for that.，under CNY 999,thank_you
I’m grateful.，价位在699-799元,thank_you
appreciate your help，around 199 RMB,goodbye
Nope，199元以内,reject
What do you have in business style?，预算799元,ask_style
These match my needs? Looks good.，around 299 RMB,confirmation
Thank you so much.，价位在299-399元,thank_you
Those are just what I need? Looks good.，不超过799元,confirmation
Not interested — I like that.，499元以内,reject
I might come back later.，预算699元,undecided
I’m not sure — just saying.，under CNY 699,undecided
I haven't decided — I suppose.，≤499块,undecided
I don’t see anything I want，999元以内,reject
Thank you... maybe.，under CNY 299,thank_you
Do you have anything under $200?,ask_price
"Hmm, Bye I guess.",goodbye
Looking for items below $60,ask_price
"Well, Thank you.，≤399块",thank_you
I haven't decided — I suppose.,undecided
I'm searching for a raincoat，价位在499-599元,ask_product
"Sure, I don’t know works.",undecided
Looking for something formal，不超过799元,ask_style
I'm on a budget，≤499块,ask_price
I don’t want more，价位在399-499元,done
Looking for items below $50,ask_price
Cheers — just saying.,thank_you
see you next time，under CNY 299,goodbye
Thank you!,thank_you
I like minimal design，299元以内,ask_style
Can I get different ones?. That should work.，around 599 RMB,reject
hello，预算199元,greet
"Well, Thank you.，不超过399元",thank_you
Thank you so so much.，under CNY 499,thank_you
I’m done,done
No further help，价位在299-399元,done
Show me winter wear,ask_product
I'm done shopping，199元以内,goodbye
Maybe — just saying.,undecided
I need something not expensive，around 599 RMB,ask_price
I need sneakers，不超过799元,ask_product
how are you，399元以内,greet
"Hmm, Not really I guess.，around 799 RMB",reject
No more help needed? Looks good.，≤399块,done
Great!，不超过999元,confirmation
Show me cheap options，under CNY 699,ask_price
That’s not what I meant，under CNY 999,reject
Affordable options please，199元以内,ask_price
What do you have in business style?,ask_style
Good choices,confirmation
Do you have anything under $120?,ask_price
talk to you later，under CNY 499,goodbye
Nice selection? Looks good.,confirmation
I need something stylish，around 499 RMB,ask_style
"You know, Many thanks.，around 799 RMB",thank_you
I'm on a budget，under CNY 799,ask_price
Do you have any shoes?，around 699 RMB,ask_product
Appreciate it，预算799元,thank_you
"Hmm, Thanks, that’s all I guess.",goodbye
Not sure，≤299块,undecided
"Yeah, Try something else kinda.",reject
I’m satisfied，399元以内,done
thank you，699元以内,goodbye
Not interested，价位在99-199元,reject
I'm into casual style，预算799元,ask_style
Do you sell vintage clothes?，价位在99-199元,ask_style
hello assistant,greet
Any stylish jackets?，≤499块,ask_product
I'd say I’m finished.，预算399元,done
"Hmm, Not really I guess.，under CNY 699",reject
Nope,reject
I’ve seen enough,done
good evening，under CNY 299,greet
I need sneakers，价位在499-599元,ask_product
Looking for items below $80,ask_price
Do you have anything under $120?,ask_price
hi,greet
Do you have any shoes?,ask_product
Any stylish jackets?，不超过799元,ask_product
hello,greet
Looking for items below $80,ask_price
Do you have anything under $100?,ask_price
I think I like them，under CNY 399,confirmation
"Well, Thanks a lot.，799元以内",thank_you
Love them,confirmation
I'm a little overwhelmed.,undecided
They’re not quite right,reject
Nothing else，价位在399-499元,done
Great!. Appreciate it!,confirmation
"Well, Could I see others.",reject
These will work，≤999块,confirmation
Is there a discount section?，≤699块,ask_price
I need something not expensive，199元以内,ask_price
These match my needs? Looks good.，under CNY 999,confirmation
"Yeah, Take care kinda.",goodbye
I want a trendy look，under CNY 799,ask_style
Thanks!，不超过699元,thank_you
Thanks a lot — just saying.,thank_you
Looking for items below $50,ask_price
Thanks again!，不超过699元,thank_you
Do you have casual clothes?,ask_product
Looking for items below $60,ask_price
hello assistant，around 999 RMB,greet
I'd say I’m finished.,done
Fine with me 👍,confirmation
Is there a discount section?,ask_price
hi again，预算699元,greet
hi again,greet
Do you have anything under $50?,ask_price
Looking for items below $150,ask_price
cheers，599元以内,goodbye
"Thank you, that's helpful.",thank_you
I’ve seen enough，≤299块,done
Looking for items below $50,ask_price
I don’t need anything else，不超过699元,done
I want to check more options.,undecided
Definitely I’m finished.，预算499元,done
Looking for items below $60,ask_price
It's hard to say.，不超过599元,undecided
That’s it for now，预算699元,done
That’s nice，不超过499元,confirmation
Can I get different ones?. That should work.,reject
"Well, Could I see others.，价位在599-699元",reject
Looking for items below $50,ask_price
I need to consider my options.,undecided
Any elegant jackets?，around 599 RMB,ask_style
talk to you later,goodbye
What’s the cheapest you have?,ask_price
Nope，预算399元,reject
I need something not expensive，around 499 RMB,ask_price
Not interested,reject
bye，预算799元,goodbye
They’re fine，不超过399元,confirmation
"Yeah, Thank you kinda.，预算799元",thank_you
"Well, Thanks a lot.，around 399 RMB",thank_you
Looking for items below $80,ask_price
"You know, Maybe.",undecided
"Really grateful, thanks!，不超过299元",thank_you
Can I see some coats?，≤499块,ask_product
I need something not expensive，≤299块,ask_price
Thank you heaps.，≤499块,thank_you
These aren’t what I want，under CNY 699,reject
cheers，around 299 RMB,goodbye
hey,greet
greetings,greet
Do you have anything under $200?,ask_price
Many thanks,thank_you
Thanks a million.，around 599 RMB,thank_you
Looks great，不超过199元,confirmation
"Hmm, None of these I guess.，预算399元",reject
Thanks for the suggestions.，价位在599-699元,thank_you
I want to buy some boots,ask_product
I’ll think about it.，around 599 RMB,undecided
What do you have in business style?，预算999元,ask_style
Still deciding — just saying.,undecided
Thank you.，不超过999元,thank_you
Do you have anything under $50?,ask_price
hello assistant,greet
greetings,greet
Cheers!,thank_you
None of these... maybe.,reject
These match my needs,confirmation
I need a minute.，不超过599元,undecided
I'm into casual style,ask_style
Any low-cost jackets?，价位在399-499元,ask_price
good evening,greet
"Well, Take care.",goodbye
I’m grateful — I suppose.，around 699 RMB,thank_you
"Cool, I’ll take a look，价位在699-799元",confirmation
Looking for items below $60,ask_price
"Hmm, They’re fine I guess.，价位在299-399元",confirmation
hey there，699元以内,greet
I'm not sure yet.，预算299元,undecided
I’ll pass on these，不超过599元,reject
"You know, Maybe.，399元以内",undecided
"Hmm, I haven't decided I guess.",undecided
None of these，价位在99-199元,reject
hi again，around 399 RMB,greet
bye，价位在399-499元,goodbye
I need sneakers,ask_product
"Hmm, Thank you I guess.，不超过699元",thank_you
Do you have any shoes?，预算399元,ask_product
I'll come back later，不超过499元,goodbye
They’re fine，预算799元,confirmation
I’m finished，价位在599-699元,done
Thanks,thank_you
hi，under CNY 999,greet
Definitely I'm done shopping.,done
Definitely I don’t see anything I want.，不超过199元,reject
Do you have sporty outfits?，价位在299-399元,ask_style
hello，under CNY 999,greet
Maybe later.,undecided
Affordable options please,ask_price
I’m still weighing my options.，预算699元,undecided
Definitely I’m done.,done
Looking for items below $60,ask_price
I'm unsure right now.,undecided
I'll come back later，≤299块,goodbye
Looking for items below $50,ask_price
Perfect? Looks good.,confirmation
Any stylish jackets?，价位在199-299元,ask_product
Thanks for being helpful.，under CNY 699,thank_you
Nice selection. That should work.，价位在199-299元,confirmation
Thanks — very helpful.,thank_you
I need something not expensive，不超过299元,ask_price
I'm really not sure yet.，around 999 RMB,undecided
Definitely I’m done.，不超过399元,done
hey,greet
That’s everything. That should work.，预算399元,done
I need something not expensive，不超过999元,ask_price
I need something not expensive，under CNY 199,ask_price
Thanks for assisting.，around 599 RMB,thank_you
goodbye,goodbye
Fine with me，价位在299-399元,confirmation
Thanks so much for this.,thank_you
hey，around 599 RMB,greet
All good now? Looks good.,done
Show me winter wear,ask_product
Not what I had in mind — cool!，价位在899-999元,reject
hi again，不超过699元,greet
I’m done looking，预算199元,done
hey，价位在499-599元,greet
Looking for items below $150,ask_price
Not ready to choose.，价位在299-399元,undecided
Is there a discount section?，around 299 RMB,ask_price
Sincerely appreciate it.，预算199元,thank_you
I'm into casual style，under CNY 399,ask_style
